address,balance,
MAN.KCmLfiBN27zhCigkWhuyFGpYPaSp,0.145386439,
MAN.KHBM9ycJ76fxCkQMsEtWFPwmHsUq,11,
MAN.KLBBLtb1EzpAG3QJWywBUnHNrycv,0.329613363,
MAN.KLL1REt1Wur233UBKCVP2dhNBQ48,10057.675549940985784119,
MAN.KSpGh8uhw3Fa9B3YkDQZ167f64Dw,39.00378,
MAN.KeCgKVxuBVDXYak7Qz78JHeFnPoa,23310.417070085510638114,
MAN.KgndWpcz59yXmcufrcz5JT1Ei516,376.38039352,
MAN.KiBzBStJSxhr2YmVQKrxSdVEhkKj,0.814815103,
MAN.Kj1dpHW7AdtiUthf7tye938voQx4,0.698115254,
MAN.KkiqCyF5vb1VpA6VH26RtYteQ3LZ,24484.050782481619283119,
MAN.KpWzhDaykmebKjbJxQn3REtXq7vh,0.516274491,
MAN.Krm3B7Swx8dHFQaM7BcnowNU4rfv,0.000000000000082006,
MAN.KuWMk4TVc6bavuXZRwufvXBVihNL,10001.999622,
MAN.KzySmND8bTcZSWjMmCc3CvMJULw3,0.8,
MAN.L7d2a8aScrhNcFoV61JJWw2S87rV,0.212503755,
MAN.L8r9NgnWUCD8qWFHvbhwv8e5NvJ5,11,
MAN.LAzQYMCRv7a8Y7x2KHdaxue91VpM,0,
MAN.LBibCK91ioph3peBCGJQWBCdB5Bi,1288.468264962108232679,
MAN.LHFcLtyZXdoyrXVpjV1dr7DgKWxj,7957.575385194445911442,
MAN.LTcmy5qEzQSjTxwe9dE5F4H7HZAt,0.757361617,
MAN.LXgotUpGEeCuAebwaWkNR7kx7Cxe,0.983217086,
